Title: ECSA-IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh.14Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
660              1.00    0.80         11.00     9.00    24.60   3.00       2.20       3.80   9.40   4.20        12.20            2.20           4.20        4.20       1.60           4.00        1.20     0.80         5.20
665              2.40    1.80         13.60    10.60    27.80   3.80       3.60       3.60  12.60   4.00        12.20            4.00           3.80        6.00       1.00           4.00        2.00     2.20         5.00
670              1.00    1.60         11.20    11.60    21.20   1.40       2.40       2.80   9.00   1.60        12.60            2.00           1.60        4.40       1.80           2.60        1.40     1.40         4.40
675              2.00    1.60          9.60     8.80    18.00   2.60       2.40       2.20   8.20   3.40        11.20            2.40           3.60        4.60       1.40           2.60        0.80     1.20         5.20
680              0.80    1.20          9.20     8.40    16.20   2.20       2.60       1.20   5.80   1.40         8.80            2.60           1.40        3.40       1.00           1.00        2.80     2.00         2.80
685              0.80    1.00          8.60     9.60    27.00   3.00       1.60       3.40   9.60   1.60        11.80            1.80           1.40        4.60       1.40           2.80        0.80     1.20         4.60
690              1.60    2.00         16.80    12.80    30.60   3.00       3.20       3.40  15.00   5.20        13.20            3.40           4.40        6.00       4.00           4.20        2.20     2.20         6.00
695              2.40    2.00         13.20    12.40    22.20   2.20       3.40       4.80  10.60   3.40        14.20            2.80           4.00        5.00       0.60           4.20        1.20     1.00         5.00
700              1.20    1.40          8.60     8.00    16.60   2.00       2.20       3.00   7.60   3.40         8.80            2.20           4.00        3.20       1.80           3.40        0.80     1.00         3.60
705              0.40    1.20          7.60     6.80    15.20   2.00       1.20       1.40   6.80   1.80         8.80            1.00           1.80        2.80       0.40           1.20        1.40     1.60         3.20
710              0.80    1.40         10.40     9.00    22.60   2.20       2.20       3.20   8.20   2.60         9.40            2.60           2.40        4.80       1.80           3.20        1.80     1.40         4.40
715              2.00    2.00         13.40    11.60    32.60   3.00       3.20       2.80  12.40   3.00        13.60            4.00           2.20        6.00       1.00           2.80        1.80     2.00         5.00
720              2.20    1.20         12.40    10.80    19.00   2.20       3.80       3.20  10.40   3.40        12.60            3.00           3.40        4.40       1.60           3.20        1.20     1.00         5.20
725              1.60    1.60         10.60    10.20    26.60   2.20       2.40       3.80   9.20   3.40        13.00            2.80           3.40        5.20       1.40           3.00        2.00     2.20         3.80
730              1.80    1.20         10.60     9.60    17.60   2.20       2.80       2.60   8.60   3.40         9.80            2.80           4.00        2.60       0.80           3.80        2.20     2.00         3.40
735              1.80    0.60         10.40    10.40    27.80   1.60       3.00       2.80  10.00   2.80        12.80            3.00           2.80        3.00       1.00           2.40        0.80     1.00         4.60
