Title: ECSA-b1588YfJDrDO54g77DE4xswFOxy4BlPn Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    b1588YfJDrDO54g77DE4xswFOxy4BlPn.19N


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home  tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
715              0.80    1.20          7.80     6.60    17.60   1.00       1.20       2.60   7.80  2.00         9.00            2.00           2.00        4.20       0.80           2.40        0.80     1.00         3.80
720              1.60    1.60          8.40     7.20    16.20   1.20       2.00       3.40   6.20  3.20         8.20            1.60           2.80        2.40       0.60           3.00        1.20     1.40         2.60
725              0.60    0.20          6.80     8.40    16.80   2.20       1.20       1.60   6.20  2.20        10.60            1.40           3.00        2.40       0.80           2.00        1.40     1.00         3.80
730              1.40    1.00          7.00     6.60    13.20   1.20       2.60       2.00   4.60  1.60         7.00            2.80           1.60        3.80       1.60           1.60        1.40     1.40         3.80
735              1.00    1.00          7.60     6.60    10.40   1.40       2.00       0.00   7.00  1.20         7.80            1.40           1.20        3.00       1.00           1.00        1.20     1.00         2.60
740              1.00    0.20          6.40     4.60    11.00   1.80       1.20       1.20   5.60  0.80         4.20            1.40           0.60        1.80       0.40           1.00        0.40     0.40         0.60
745              1.00    1.00          5.00     4.80    12.00   0.60       1.60       2.40   4.00  1.40         5.40            1.40           1.40        1.80       1.00           2.20        0.40     0.60         2.40
750              0.40    1.20          5.00     5.00    13.20   2.00       1.00       1.20   5.80  2.40         6.20            0.60           2.40        2.60       0.60           1.60        1.00     1.40         2.40
755              0.60    1.60          8.80     6.80    16.80   2.20       0.80       2.60   5.80  1.80         6.80            1.20           1.60        2.80       0.40           1.60        1.80     1.80         1.60
760              1.60    0.20          8.00     6.80    16.60   1.60       1.40       2.20   7.20  2.40         7.40            2.00           2.60        2.80       0.60           3.00        1.00     0.40         3.00
765              1.80    0.60          8.40     7.20    13.80   2.00       3.20       2.40   7.80  2.60         8.40            2.40           2.60        3.60       1.60           2.00        0.40     0.40         4.00
770              1.00    0.60          7.20     5.80    17.60   0.80       2.60       2.00   6.80  1.00         8.00            2.60           1.40        2.60       0.40           2.40        0.20     0.40         2.80
775              0.80    1.20          6.60     6.00    12.80   1.20       1.60       1.80   4.80  2.20         6.60            1.40           2.20        3.80       1.20           1.60        1.20     1.20         2.60
