Title: ECSA-7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD.19F


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
515              3.20    1.80         17.40    15.20    32.40   3.20       4.60       7.00  16.20   5.80        16.80            4.20           5.80        5.80       1.00           6.00        1.40     1.60         6.00
520              1.40    1.20         16.00    12.40    33.60   3.40       3.60       5.20  14.40   5.80        16.20            3.40           6.00        6.40       2.00           5.20        1.40     1.40         6.80
525              1.00    2.40         17.20    15.60    36.80   6.20       3.00       4.60  14.60   5.00        20.60            2.80           4.80        8.80       2.00           5.00        2.60     2.20         9.40
530              2.60    1.60         18.40    16.20    34.60   3.40       4.60       4.00  13.80   3.80        17.80            6.20           4.60        6.60       3.00           4.00        1.20     1.60         7.80
535              1.40    3.40         17.00    14.40    38.00   4.00       5.20       4.00  17.20   4.80        19.40            4.00           4.00        9.00       2.20           5.00        1.60     1.80         5.80
540              2.00    1.80         19.60    16.80    37.60   3.80       4.20       4.80  17.80   3.60        16.00            4.20           4.80        7.00       2.20           4.20        3.40     3.40         7.20
545              2.20    2.20         21.00    13.60    34.80   4.80       3.60       5.80  17.20   5.00        17.20            3.80           4.60        5.40       1.80           4.60        2.20     2.20         5.20
550              2.20    1.80         15.60    17.60    37.60   2.60       4.80       5.40  14.60   6.60        20.40            3.60           6.00        5.80       1.20           5.80        2.40     1.80         8.40
555              2.60    1.80         18.80    13.80    35.80   4.00       3.40       4.80  17.20   4.80        17.20            4.40           5.20        8.40       2.20           5.60        1.40     1.80         6.00
560              1.40    1.60         18.60    16.20    35.40   4.60       3.60       5.80  14.40   4.40        20.00            3.40           4.00        5.60       2.60           5.00        1.60     1.20         9.00
565              2.40    3.00         15.60    12.40    36.20   4.80       4.80       4.00  14.20   6.20        15.60            5.00           6.80        8.80       2.40           4.80        2.00     2.40         7.00
570              1.60    1.20         16.40    17.20    35.40   2.60       4.60       5.20  16.60   3.60        21.00            4.00           3.00        6.20       1.00           4.00        2.20     2.60         6.40
575              2.60    2.40         19.60    15.60    34.80   5.40       2.60       3.80  18.60   4.20        14.60            4.00           4.80        8.40       2.60           4.20        2.20     2.40         6.60
580              1.80    1.40         21.40    13.20    40.20   3.80       5.40       5.80  16.60   5.20        18.60            4.40           5.60        5.00       1.80           6.40        2.00     1.20         5.80
585              2.40    2.80         16.80    17.20    38.00   4.00       6.20       5.80  16.40   5.80        19.40            5.40           4.60        7.20       0.80           5.40        2.40     2.60         7.00
590              0.60    1.20         20.40    14.20    35.40   5.20       2.20       3.80  17.80   5.00        19.00            3.40           6.00        6.40       2.60           4.00        1.80     2.00         7.80
595              2.40    2.00         16.40    13.60    33.80   2.80       6.20       4.80  14.60   3.80        16.20            5.60           3.80        6.80       1.60           3.60        1.20     1.00         5.80
600              2.20    1.40         18.00    15.40    37.00   5.00       3.60       5.00  15.60   6.40        18.60            3.80           5.80        6.80       2.20           6.80        1.80     1.80         7.40
605              1.80    1.80         19.20    16.60    34.00   4.00       4.60       4.40  18.20   3.40        17.60            5.00           3.80        7.80       1.60           3.40        2.00     1.60         6.40
